year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Kia,Optima,EX,Sedan,automatic,5xxgn4a70eg267194,ca,42.0,13089.0,silver,tan,bmw alphera/alphera financial services,18650.0,19500.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2012,Volkswagen,Jetta,SE PZEV,Sedan,,3vwdp7aj5cm339400,pa,19.0,56115.0,blue,black,citiwide auto leasing,9050.0,8100.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Nissan,Juke,S,Hatchback,automatic,jn8af5mr5dt201281,in,42.0,48399.0,gray,black,chrysler capital,12550.0,12400.0,Thu Jan 22 2015 02:10:00 GMT-0800 (PST)
2012,Toyota,RAV4,Base,SUV,automatic,2t3zf4dv3cw114187,fl,43.0,24762.0,brown,black,world omni financial corporation,14950.0,15800.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2001,Audi,TT,180hp,Convertible,manual,trutx28n311034004,nj,35.0,73188.0,gray,black,all american ford/subaru,3975.0,5500.0,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2010,Lincoln,MKX,Base,suv,automatic,2lmdj8jc5abj32905,pa,37.0,24945.0,black,black,capa wholesale cars inc,20100.0,20500.0,Fri Jun 05 2015 02:15:00 GMT-0700 (PDT)
2013,Mercedes-Benz,S-Class,S550,sedan,automatic,wddng7db6da530971,fl,46.0,29262.0,black,black,mercedes-benz financial services,48000.0,50500.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2003,Ford,Taurus,SES,Sedan,automatic,1fafp552x3g217991,oh,1.0,131727.0,brown,tan,car now acceptance co/columbus,1275.0,450.0,Thu Jan 22 2015 01:00:00 GMT-0800 (PST)
2010,Honda,Civic,DX-VP,Sedan,automatic,19xfa1f32ae056853,ca,39.0,69743.0,silver,gray,ahfc/honda lease trust/hvt  inc.,8125.0,9800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Nissan,Altima,2.5,sedan,,1n4al3apxen388122,nc,47.0,16813.0,black,black,medlin buick gmc mazda,14100.0,15000.0,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2007,Lexus,ES 350,Base,Sedan,automatic,jthbj46g172046502,ca,36.0,67710.0,silver,black,newport lexus,11500.0,13750.0,Wed Feb 25 2015 04:15:00 GMT-0800 (PST)
2005,Chrysler,Town and Country,LX,Minivan,automatic,2c4gp44r75r446783,nc,2.0,120290.0,beige,beige,crossroads ford lincoln of southern pines inc,2525.0,3400.0,Mon Jan 19 2015 01:00:00 GMT-0800 (PST)
2014,Chevrolet,Captiva Sport,LS Fleet,suv,automatic,3gnal2ek9es554579,il,47.0,33066.0,brown,gray,ec sales llc,13500.0,14400.0,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
2009,Ford,Taurus,SE,Sedan,automatic,1fahp23wx9g123776,ca,23.0,76217.0,black,gray,challenge financial services,7475.0,6000.0,Wed Jan 28 2015 04:05:00 GMT-0800 (PST)
2012,Honda,Pilot,Touring,suv,automatic,5fnyf4h90cb052472,tn,38.0,16791.0,gray,black,wholesale inc # 2,29700.0,30000.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2000,BMW,5 Series,528i,Sedan,automatic,wbadm634xygu18315,ca,19.0,98422.0,gray,gray,prestige auto wholesale inc,2250.0,1500.0,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx5dub94439,mi,45.0,12805.0,silver,tan,ford motor credit company llc,19300.0,20400.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2004,Cadillac,Escalade EXT,Base,Crew Cab,automatic,3gyek62n34g292802,nj,2.0,200840.0,black,beige,victory mitsubishi,5900.0,3600.0,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sa4du137586,oh,42.0,36720.0,white,tan,midwest car corporation/ally financial,13100.0,13300.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2006,Jeep,Liberty,Sport,SUV,automatic,1j4gl48kx6w110010,mn,34.0,109204.0,silver,gray,santander consumer,4650.0,4200.0,Thu Mar 05 2015 02:45:00 GMT-0800 (PST)
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7aj5dm266658,tn,45.0,37679.0,gold,black,tdaf remarketing,11600.0,11000.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2011,Chevrolet,Aveo,1LT,Sedan,automatic,kl1td5de8bb234549,nc,38.0,88588.0,burgundy,gray,santander consumer,4600.0,5500.0,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
2014,Ram,3500,SLT,Crew Cab,automatic,3c63rrhl5eg217270,nj,42.0,22778.0,white,gray,enterprise veh exchange/rental,37600.0,37400.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2005,Ford,Expedition,Eddie Bauer,suv,automatic,1fmpu17595la18654,fl,19.0,139718.0,blue,tan,zimmerman auto brokers inc,4175.0,4700.0,Fri Jun 19 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,,1n4al2apxcc245500,pa,41.0,38435.0,silver,black,nissan-infiniti lt,11850.0,11300.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2011,Hyundai,Sonata,Limited,sedan,automatic,5npec4ac9bh306617,il,2.0,53319.0,black,black,ally,12400.0,10200.0,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
2014,Infiniti,Q70,Base,Sedan,automatic,jn1by1ap8em260040,fl,49.0,7547.0,white,black,nissan north america inc.,36000.0,35400.0,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT)
2013,Ford,Escape,SEL,suv,automatic,1fmcu9hx3dua78886,fl,35.0,67342.0,blue,black,the hertz corporation,13350.0,13800.0,Wed Jun 03 2015 02:40:00 GMT-0700 (PDT)
2012,Lexus,IS 250,Base,sedan,automatic,jthbf5c2xc5172544,ca,29.0,40261.0,white,tan,s/s auto wholesale,20300.0,18000.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjebg5cc258125,ga,4.0,36147.0,silver,black,lease plan usa,24700.0,25500.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha5br268272,ny,28.0,98458.0,purple,black,fleet lease disposal,7125.0,6900.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2002,Honda,Odyssey,EX,Minivan,automatic,2hkrl18692h559498,va,19.0,186193.0,green,beige,hendrick honda woodbridge,1500.0,1700.0,Thu Feb 05 2015 01:50:00 GMT-0800 (PST)
2011,Dodge,Nitro,SE Fleet,suv,automatic,1d4pu2gk4bw508500,il,22.0,70904.0,silver,black,first investors servicing corp,11400.0,10400.0,Tue Jun 09 2015 03:00:00 GMT-0700 (PDT)
2011,Subaru,Impreza,2.5i Premium,Sedan,,jf1ge6b66bh507435,pa,41.0,28150.0,silver,black,jpmorgan chase bank n.a.,13300.0,14750.0,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2007,Toyota,Avalon,Touring,Sedan,automatic,4t1bk36b97u194149,va,27.0,110004.0,black,gray,shirlie slack mitsubishi,7175.0,9000.0,Thu May 28 2015 02:35:00 GMT-0700 (PDT)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja8cr236931,oh,44.0,44951.0,red,tan,ford motor credit company llc,12050.0,12700.0,Tue Jan 13 2015 09:00:00 GMT-0800 (PST)
1996,,,,,automatic,1g1yy22p3t5119789,nc,3.0,44176.0,white,black,primeritus remarketing/dai,7150.0,8600.0,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
2012,Chevrolet,Tahoe,LS,SUV,automatic,1gnscae06cr227828,ca,43.0,39774.0,white,black,high bid trading co inc,24600.0,24750.0,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2012,Porsche,Panamera,4S,sedan,,wp0ab2a79cl062344,pa,36.0,21991.0,blue,beige,porsche financial services,57800.0,57500.0,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2006,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13s562110965,az,1.0,201633.0,gold,beige,frequency finance,800.0,950.0,Wed Jan 21 2015 03:00:00 GMT-0800 (PST)
2004,Mercedes-Benz,E-Class,E320 4MATIC,Sedan,automatic,wdbuf82j04x158953,fl,2.0,120938.0,blue,gray,santander consumer,6350.0,4000.0,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2009,Chevrolet,HHR,Panel LS,Wagon,automatic,3gcca85b19s555841,ca,2.0,91170.0,white,black,a l financial,4800.0,5300.0,Wed Feb 18 2015 04:40:00 GMT-0800 (PST)
2013,Chevrolet,Malibu,LT,sedan,automatic,1g11e5saxdf335996,co,41.0,50850.0,gray,black,the hertz corporation,11700.0,11900.0,Wed Jun 03 2015 04:45:00 GMT-0700 (PDT)
2015,Kia,Sorento,LX,SUV,automatic,5xyktca62fg585221,nv,47.0,12696.0,—,black,kia motors america  inc,20800.0,20500.0,Fri Feb 06 2015 04:00:00 GMT-0800 (PST)
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1cf1ekd82341,ga,49.0,17814.0,red,gray,young motors llc,24100.0,24300.0,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2007,Jeep,Commander,Sport,suv,automatic,1j8hh48k97c547388,tx,22.0,152649.0,gray,gray,santander consumer,4125.0,3200.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2011,Chevrolet,Equinox,LS,SUV,automatic,2cnalbec6b6361894,tx,36.0,61562.0,black,gray,wheels exchange llc,11200.0,11700.0,Wed Jan 07 2015 10:15:00 GMT-0800 (PST)
2013,Ford,Escape,Titanium,SUV,automatic,1fmcu9j96dub81568,mi,28.0,18836.0,green,black,ford motor credit company llc,23500.0,21600.0,Thu Jan 29 2015 01:00:00 GMT-0800 (PST)
2013,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba7dc101332,fl,35.0,29534.0,black,beige,onesource/kendall toyota,31400.0,31600.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2004,Lincoln,Navigator,Ultimate,SUV,automatic,5lmfu28r24lj43705,oh,42.0,133893.0,white,beige,pat o'brien chevrolet,4250.0,4950.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Ranger,SPORT,supercab,automatic,1ftlr4fe5bpa36225,mi,5.0,28665.0,silver,black,runde chevrolet inc,18450.0,18200.0,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2011,Nissan,Maxima,3.5 SV,Sedan,,1n4aa5apxbc821088,pa,42.0,33813.0,blue,black,nissan-infiniti lt,17100.0,17500.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2009,Pontiac,G8,GXP,sedan,automatic,6g2ep57w29l304278,tx,31.0,74703.0,red,red,carphoria llc,26000.0,25800.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2010,Nissan,Versa,1.8 SL,Sedan,automatic,3n1bc1apxal403363,tn,19.0,62646.0,blue,black,wells fargo dealer services,6300.0,4900.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8dm715381,fl,45.0,17419.0,white,black,nissan infiniti lt,21800.0,21800.0,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,automatic,5tdyk3ehxcs086075,fl,45.0,54616.0,white,beige,flowers nissan,26400.0,26400.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2014,Kia,Optima,LX,sedan,automatic,5xxgm4a73eg351013,co,5.0,11122.0,black,gray,kia motors america  inc,14900.0,15200.0,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
2003,Ford,Ranger,XL,SuperCab,automatic,1ftyr44v93pa81520,nc,41.0,188868.0,red,gray,nextgear capital,2150.0,1700.0,Mon May 18 2015 02:30:00 GMT-0700 (PDT)
2015,Ford,Expedition,Limited,SUV,automatic,1fmju1ktxfef09364,tn,47.0,18117.0,white,tan,budget rent a car/atlanta,40400.0,41500.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak7cw161420,oh,45.0,63568.0,white,black,the hertz corporation,12850.0,13001.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2009,BMW,X5,xDrive30i,suv,automatic,5uxfe43599l263558,ca,43.0,117453.0,silver,black,simon funding inc,13350.0,14950.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2014,Toyota,Corolla,LE,Sedan,automatic,2t1burhe9ec191089,ga,5.0,3259.0,silver,beige,carworks inc,14500.0,15800.0,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
2008,Chevrolet,Silverado 3500HD,LT2,Crew Cab,automatic,1gchk33638f180937,co,2.0,142604.0,white,gray,ge fleet services for itself/servicer,16250.0,14900.0,Wed Feb 11 2015 03:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jg6cr257653,tx,39.0,36845.0,—,black,ford motor credit company llc,13000.0,13700.0,Thu Feb 05 2015 02:30:00 GMT-0800 (PST)
2006,Audi,A4,3.2 quattro,Sedan,automatic,waudh78e66a194035,ca,29.0,57136.0,silver,black,hoehn motors inc,9150.0,9000.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2004,Cadillac,CTS,Base,sedan,automatic,1g6dm577940114819,md,27.0,111477.0,gray,tan,jim coleman cadillac infiniti,3725.0,3700.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2011,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj7bm226259,co,42.0,59957.0,green,black,santander consumer,7300.0,8400.0,Tue Feb 10 2015 04:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap4dc263837,fl,49.0,29262.0,black,black,nissan-infiniti lt,14300.0,14600.0,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2010,Buick,Enclave,CXL1,SUV,automatic,5galrbed9aj149661,tx,41.0,78746.0,white,tan,urban motorcars lp,15050.0,16250.0,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2002,Pontiac,Sunfire,SE,Sedan,automatic,1g2jb524327276831,co,19.0,118072.0,blue,gray,bellco fcu,1000.0,600.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2012,Dodge,Avenger,SE,sedan,automatic,1c3cdzab5cn217898,fl,21.0,75314.0,gray,black,sst financial,7775.0,5900.0,Wed May 27 2015 08:10:00 GMT-0700 (PDT)
2014,Honda,Accord,LX,sedan,automatic,1hgcr2f39ea292458,tn,44.0,6838.0,black,tan,ars/ford-lincoln dealer program,17450.0,18000.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2003,Nissan,Altima,2.5 SL,sedan,automatic,1n4al11d63c289476,fl,19.0,179942.0,black,gray,enterprise vehicle exchange / rental / tulsa,1450.0,1200.0,Fri Jun 12 2015 02:25:00 GMT-0700 (PDT)
2010,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,1j4ba5h14al193618,ca,4.0,72316.0,green,gray,bill pearce motors,20300.0,21250.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap8cc825335,mo,33.0,46280.0,black,black,nissan motor acceptance corporation,16200.0,16400.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,sedan,automatic,1c3ccbbg1dn660104,md,34.0,43293.0,gray,black,all car leasing inc,10450.0,10700.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mvxcw353207,nv,28.0,55553.0,white,black,las vegas motorcars llc,12800.0,13300.0,Fri Jan 23 2015 04:00:00 GMT-0800 (PST)
2012,Ford,Edge,Limited,suv,automatic,2fmdk4kc2cba74920,mi,37.0,64135.0,blue,black,multi auto trading inc,18750.0,18500.0,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac2ch487979,nj,41.0,34462.0,white,burgundy,hyundai motor finance,15200.0,14700.0,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
2005,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u753058999,ca,18.0,205256.0,silver,—,financial services remarketing (lease),2925.0,3300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap7cn576846,fl,38.0,29976.0,blue,black,nissan-infiniti lt,11850.0,12200.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2014,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap7ec465364,ga,49.0,11465.0,—,black,nissan motor acceptance corporation,24400.0,25600.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2013,Ford,C-Max Energi,SEL,Wagon,automatic,1fadp5cu9dl515016,mi,45.0,82995.0,black,black,ge fleet services for itself/servicer,9650.0,9600.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak2cw104316,pa,45.0,38363.0,silver,black,randy ford inc,15000.0,15800.0,Fri Feb 06 2015 01:15:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac0bh057160,md,33.0,102241.0,red,tan,capital one auto finance,8175.0,6800.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gx3eua23868,mn,42.0,32644.0,white,tan,avis budget group,16800.0,16200.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2014,Hyundai,Azera,Base,sedan,,kmhfg4jgxea367896,pa,5.0,3651.0,white,beige,blaise alexander hyundai mazda,20800.0,21500.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv1bw303391,tn,48.0,25773.0,silver,black,nissan-infiniti lt,16300.0,17200.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cn447851,tx,35.0,46949.0,red,beige,nissan-infiniti lt,11250.0,10600.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e37d1182431,nv,28.0,32971.0,black,black,enterprise veh exchange/rental,12350.0,11600.0,Fri Jun 19 2015 05:00:00 GMT-0700 (PDT)
2007,Scion,tC,Base,Hatchback,manual,jtkde177070152181,pa,36.0,51710.0,gray,black,bmw of annapolis/mini of annapolis,6350.0,7700.0,Fri Feb 20 2015 09:15:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,suv,,salvp2bg5dh767219,pa,47.0,35692.0,silver,black,tsj auto brokers inc,34000.0,33500.0,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2008,Dodge,Charger,Base,Sedan,automatic,2b3la43g98h253918,ga,36.0,113121.0,black,black,lendmark financial services/covington,6075.0,5800.0,Thu Feb 12 2015 02:00:00 GMT-0800 (PST)
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d73ckb89255,pa,48.0,33107.0,silver,black,ford motor credit company llc,14450.0,15300.0,Wed Jan 21 2015 01:00:00 GMT-0800 (PST)
2006,Ford,F-150,XLT,Regular Cab,automatic,1ftrf12w06na05286,fl,19.0,167651.0,gray,beige,wayne akers ford inc,4425.0,3200.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2010,Toyota,Prius,V,Hatchback,automatic,jtdkn3du6a0106608,fl,36.0,52565.0,white,gray,honda of ocala,12950.0,12000.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2007,Hyundai,Santa Fe,GLS,suv,automatic,5nmsg13d57h121688,va,39.0,133900.0,burgundy,gray,lance adams auto sales llc,4600.0,5800.0,Thu May 28 2015 02:35:00 GMT-0700 (PDT)
2003,Nissan,Pathfinder,LE,SUV,automatic,jn8dr09x63w713501,tx,,135502.0,black,brown,desert sun motors inc,3025.0,2800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f26el307319,pa,29.0,24372.0,red,black,avis budget group,12450.0,10900.0,Fri Jan 30 2015 01:00:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Touring,minivan,,2c4rc1bg2er386366,on,49.0,27977.0,black,black,fca canada inc,23600.0,23600.0,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2011,Nissan,Maxima,3.5 SV,Sedan,,1n4aa5ap7bc816267,pa,44.0,47762.0,blue,black,nissan-infiniti lt,15900.0,16200.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2013,Honda,Accord,LX,Sedan,automatic,1hgcr2f31da094388,ga,37.0,52070.0,white,beige,ahfc/honda lease trust/hvt  inc.,14400.0,14700.0,Thu Feb 12 2015 02:00:00 GMT-0800 (PST)
2011,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g1za5eu4bf226175,co,25.0,94182.0,brown,tan,dt credit corporation,7350.0,5100.0,Wed May 27 2015 04:45:00 GMT-0700 (PDT)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp2ct021926,fl,44.0,23665.0,silver,gray,nissan-infiniti lt,11500.0,11200.0,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2014,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscce07er154533,nv,47.0,41719.0,white,black,avis corporation,38800.0,38500.0,Fri Feb 27 2015 04:25:00 GMT-0800 (PST)
2013,Nissan,Rogue,SV,SUV,automatic,jn8as5mv8dw116605,nj,44.0,15356.0,—,gray,nissan-infiniti lt,18250.0,19600.0,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
1999,Chevrolet,Monte Carlo,LS,Coupe,automatic,2g1ww12m5x9110548,ny,,147089.0,burgundy,gray,fuccillo kia,750.0,350.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2008,Saturn,Outlook,XE,SUV,automatic,5gzer13718j286021,va,36.0,61077.0,blue,beige,browns fairfax mazda,8950.0,9600.0,Thu Feb 05 2015 01:05:00 GMT-0800 (PST)
1999,Saturn,S-Series,SC2,Coupe,automatic,1g8zy1279xz223976,pa,,132916.0,blue,gray,bethlehem auto sales,675.0,500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2008,Chevrolet,Malibu,LT,sedan,automatic,1g1zh57b68f272963,tx,27.0,71103.0,black,black,fiserv/security national automotive accept corp,7275.0,6300.0,Tue Jun 02 2015 17:00:00 GMT-0700 (PDT)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae1dh276613,fl,21.0,36602.0,gray,gray,ez rent a car inc,11350.0,10900.0,Tue Feb 24 2015 01:00:00 GMT-0800 (PST)
2004,Mazda,Mazda6,i,Sedan,automatic,1yvfp80c045n29093,tx,19.0,154317.0,black,tan,pm standley motorcars,1775.0,1100.0,Wed Jan 07 2015 10:20:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f53ce390350,ca,38.0,28570.0,red,beige,ahfc/honda lease trust/hvt  inc. eot,12350.0,13000.0,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2013,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb1d7164865,ca,39.0,45999.0,silver,gray,santander consumer,10650.0,11200.0,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn477439,fl,48.0,24469.0,—,black,nissan-infiniti lt,12550.0,13000.0,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,sedan,automatic,1c3cdzab7dn591981,va,31.0,57587.0,blue,black,fiserv/global lending services,9175.0,8100.0,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
2008,Dodge,Nitro,SLT,SUV,automatic,1d8gt58k38w184076,fl,24.0,83615.0,black,—,gen x motors,8500.0,6500.0,Wed Jun 03 2015 10:15:00 GMT-0700 (PDT)
2013,Acura,RDX,Base,suv,,5j8tb3h32dl009845,pa,41.0,39140.0,silver,black,r hollenshead auto sales inc,22500.0,22800.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2005,Lexus,ES 330,Base,sedan,automatic,jthba30g355115656,tx,22.0,126168.0,white,gold,gulfgate dodge chrysler jeep inc,6400.0,5500.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2010,Buick,LaCrosse,CXL,Sedan,automatic,1g4gc5egxaf127907,mo,35.0,32565.0,white,tan,ford-lincoln dealer program,14100.0,14400.0,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3kc6cba37766,ca,38.0,20614.0,black,brown,ford motor credit company llc pd,22900.0,23400.0,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja7cr113024,tn,41.0,89146.0,—,tan,hendersonville auto brokers,8300.0,8600.0,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
2013,Kia,Optima,SX,Sedan,automatic,5xxgr4a60dg196847,mn,37.0,16043.0,black,black,kia motors finance,22100.0,23200.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2002,Ford,Explorer,XLT,SUV,automatic,1fmzu73e32ub13170,ma,22.0,167468.0,red,tan,boch new to you superstore,1750.0,1000.0,Thu Jan 22 2015 10:30:00 GMT-0800 (PST)
2011,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4bh206315,mo,22.0,78961.0,gray,black,fiserv/security national automotive accept corp,8825.0,8400.0,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe2ep089746,nc,39.0,31318.0,silver,gray,avis corporation,12650.0,13000.0,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2002,Pontiac,Grand Am,SE1,Sedan,automatic,1g2nf52f02c112516,ga,2.0,172284.0,white,gray,purple heart,775.0,1100.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2013,Honda,Civic,EX,Sedan,automatic,19xfb2f83de230805,nj,38.0,23444.0,black,black,lester glenn buick,14100.0,14000.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap9cn405435,pa,29.0,23246.0,black,black,nissan-infiniti lt,13000.0,12900.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
2006,Volvo,S60,2.5T,Sedan,automatic,yv1rs592162537227,ca,41.0,58913.0,white,black,phillips auto brokerage,5150.0,7300.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2008,Infiniti,G35,Sport,sedan,automatic,jnkbv61e68m224402,fl,42.0,95296.0,white,gray,johnson lexus of raleigh,11300.0,10600.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2002,Chevrolet,TrailBlazer,EXT LT,SUV,automatic,1gnes16s326128142,fl,3.0,189460.0,black,gray,coggin deland hyundai,1575.0,2400.0,Tue Jan 20 2015 10:00:00 GMT-0800 (PST)
1999,Mercury,Sable,GS,Sedan,automatic,1mefm50u3xg618590,nj,25.0,129159.0,beige,gray,lester glenn buick,800.0,400.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
